date,signal_date,execution_price_mode,strategy_value,benchmark_value,strategy_flow,benchmark_flow,cash,cash_pct,spy_weight_actual,qqq_weight_actual,equity_exposure,multiplier,target_spy_weight,target_qqq_weight,core_spy_weight,core_qqq_weight,satellite_spy_weight,satellite_qqq_weight,panic_tier,satellite_signal,decision_cash_reservoir_pct,regime,reason,cape,vix,rsi14,spy_close,qqq_close,spy_trade_price,qqq_trade_price,trend_up,qqq_trend_up,spy_drawdown_252d,vix_sma20,spy_ret_21d,qqq_rel_63d,qqq_rel_126d,strategy_nav,benchmark_nav
2011-01-19,2011-01-18,next_open,105116.6710187477,105116.6710187477,0.0,0.0,0.0,0.0,0.4973916946262285,0.5026083053737714,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.0,cheap,CAPE=23.0:cheap; neutral_satellite,22.978299430554983,15.87,78.54770500929723,97.84365844726562,49.504051208496094,98.72864091988167,50.1610683649136,True,True,0.0,16.875,0.043111470281190556,0.01421878801077181,0.051162605989492516,1.0161283107599453,1.0161283107599453
2011-01-20,2011-01-19,next_open,106668.4988107215,106668.4988107215,2000.0,2000.0,0.0,0.0,0.4988754254056837,0.5011245745943164,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.01867122998669327,cheap,CAPE=23.0:cheap; neutral_satellite,22.978299430554983,17.31,65.0874209666629,97.7139663696289,49.15364456176758,97.6224146505772,49.293808089553764,True,True,-0.009805612635757743,16.919999999999998,0.031777577073790475,0.008783896263784952,0.05024547193177731,1.0117959773226546,1.0117959773226546
2011-01-21,2011-01-20,next_open,106379.33557216667,106379.33557216667,0.0,0.0,0.0,0.0,0.5013640717338901,0.4986359282661099,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.0,cheap,CAPE=23.0:cheap; neutral_satellite,22.978299430554983,17.99,63.51839047133199,97.9352035522461,48.776954650878906,98.3242968926682,49.39893009907712,True,True,-0.01111811841691368,16.995,0.027929276577425055,0.005447412222712167,0.0411482700327761,1.0090531412949486,1.0090531412949486
2011-01-24,2011-01-21,next_open,107416.19852534436,107416.19852534436,0.0,0.0,0.0,0.0,0.49934816084888656,0.5006518391511134,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.0,cheap,CAPE=23.0:cheap; neutral_satellite,22.978299430554983,18.47,65.06549026772329,98.49214172363281,49.45149612426758,97.87417198361857,48.87332111177503,True,True,-0.008879160675754783,17.145999999999997,0.023765617403443517,-0.004261264043126989,0.033236131150875314,1.0188882264115176,1.0188882264115176
2011-01-25,2011-01-24,next_open,107521.47754319481,107521.47754319481,0.0,0.0,0.0,0.0,0.49912968671351854,0.5008703132864814,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.0,cheap,CAPE=23.0:cheap; neutral_satellite,22.978299430554983,17.65,68.66770868819864,98.54553985595703,49.52156448364258,98.23274251293438,49.2061957621735,True,True,-0.003242852097685156,17.205000000000002,0.02639555971463481,-0.0011461724782934057,0.04383875349122812,1.0198868425722885,1.0198868425722885
2011-01-26,2011-01-25,next_open,108015.01835878027,108015.01835878027,0.0,0.0,0.0,0.0,0.4987723723032414,0.5012276276967585,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.0,cheap,CAPE=23.0:cheap; neutral_satellite,22.978299430554983,17.59,68.9977831363467,98.92700958251953,49.784366607666016,98.78969071606443,49.59164056380315,True,True,-0.0027024539588352825,17.201,0.02842341400883397,-0.0021467881630397034,0.045107062143125765,1.0245682866482946,1.0245682866482946
2011-01-27,2011-01-26,next_open,110483.63419233398,110483.63419233398,2000.0,2000.0,0.0,0.0,0.4978890583339616,0.5021109416660384,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.018179336147339565,cheap,CAPE=23.0:cheap; neutral_satellite,22.978299430554983,16.64,71.32205275687309,99.171142578125,50.09099197387695,98.94989111615138,49.94206633636847,True,True,0.0,17.157,0.031993683192124145,-0.0032408861021578916,0.04820169860465784,1.0290133066925036,1.0290133066925036
2011-01-28,2011-01-27,next_open,108116.25387047327,108116.25387047327,0.0,0.0,0.0,0.0,0.4999061585383216,0.5000938414616785,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.0,cheap,CAPE=23.0:cheap; neutral_satellite,22.978299430554983,16.15,72.7310596052809,97.43932342529297,48.82075500488281,99.28557289302518,50.0822267568904,True,True,0.0,17.1005,0.03306040297792778,-0.005493733897850572,0.05472241668952771,1.0069641962427527,1.0069641962427527
2011-01-31,2011-01-28,next_open,108784.47001885834,108784.47001885834,0.0,0.0,0.0,0.0,0.5005699729666111,0.49943002703338896,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.0,cheap,CAPE=23.0:cheap; neutral_satellite,22.978299430554983,20.04,52.88220868801099,98.17173767089844,49.057289123535156,97.70637144984522,48.89084595275771,True,True,-0.017462934355805593,17.226499999999998,0.01429471803922211,-0.015394105359133659,0.043773889860440285,1.0131877723720284,1.0131877723720284
2011-02-01,2011-01-31,next_open,110674.89754776299,110674.89754776299,0.0,0.0,0.0,0.0,0.49989638125314256,0.5001036187468575,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.0,cheap,CAPE=23.0:cheap; neutral_satellite,22.978299430554983,19.53,58.09126374674035,99.74333953857422,49.977108001708984,98.7668109513925,49.425212614444305,True,True,-0.01007757782400509,17.3155,0.023544382979508782,-0.014998564016590499,0.04489708287923344,1.0307946794655651,1.0307946794655651
2011-02-02,2011-02-01,next_open,110481.76663134035,110481.76663134035,0.0,0.0,0.0,0.0,0.4998126386760764,0.5001873613239236,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.0,cheap,CAPE=23.0:cheap; neutral_satellite,22.978299430554983,17.63,66.61915707829493,99.55260467529297,49.898250579833984,99.48393360070317,49.871970969045634,True,True,0.0,17.316499999999998,0.039682142685878885,-0.012764270273000533,0.047186285900306046,1.0289959127578494,1.0289959127578494
2011-02-03,2011-02-02,next_open,112706.19538896304,112706.19538896304,2000.0,2000.0,0.0,0.0,0.49993168941466803,0.500068310585332,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.017780659567296908,cheap,CAPE=23.0:cheap; neutral_satellite,22.978299430554983,17.3,64.89328275200413,99.77386474609375,49.98585891723633,99.3771463148949,49.80189160147261,True,True,-0.00191225663952721,17.3125,0.027076004933657805,-0.015163298347269039,0.043979327047736216,1.031086178702543,1.031086178702543
2011-02-04,2011-02-03,next_open,113181.66438533217,113181.66438533217,0.0,0.0,0.0,0.0,0.4992397814008964,0.5007602185991035,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.0,cheap,CAPE=23.0:cheap; neutral_satellite,22.978299430554983,16.69,65.9938710241306,100.05610656738281,50.26618576049805,99.81198028686907,49.97709665223177,True,True,0.0,17.296,0.0299264418136167,-0.016140702855799827,0.04483248041327381,1.035435979606263,1.035435979606263
2011-02-07,2011-02-04,next_open,113801.65350939502,113801.65350939502,0.0,0.0,0.0,0.0,0.49962439562140415,0.5003756043785959,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.0,cheap,CAPE=23.0:cheap; neutral_satellite,22.978299430554983,15.93,67.39792221054205,100.68170166015625,50.502716064453125,100.2773584118132,50.36255254926948,True,True,0.0,17.2225,0.027498889417302497,-0.0065924290022886245,0.04501972719549818,1.0411079146277669,1.0411079146277669
2011-02-08,2011-02-07,next_open,114435.51575685714,114435.51575685714,0.0,0.0,0.0,0.0,0.49911610271484413,0.5008838972851558,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.0,cheap,CAPE=23.0:cheap; neutral_satellite,22.978299430554983,16.28,70.3227852431967,101.13948822021484,50.83559799194336,100.77328121399076,50.520229274217044,True,True,0.0,17.179499999999997,0.03595263109264968,-0.004387957694621525,0.04185398430673648,1.0469067671247745,1.0469067671247745
2011-02-09,2011-02-08,next_open,114207.45178357753,114207.45178357753,0.0,0.0,0.0,0.0,0.4989808416711873,0.5010191583288127,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.0,cheap,CAPE=23.0:cheap; neutral_satellite,22.978299430554983,15.81,72.28239816346294,100.91056823730469,50.74798583984375,100.86479529154992,50.75674459483971,True,True,0.0,17.093,0.04270917159453802,-0.005528849795983892,0.04745994471076598,1.0448203369165943,1.0448203369165943
2011-02-10,2011-02-09,next_open,116328.57391948327,116328.57391948327,2000.0,2000.0,0.0,0.0,0.4986982993031823,0.5013017006968177,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.017210600261029392,cheap,CAPE=23.0:cheap; neutral_satellite,22.978299430554983,15.87,69.8003505497867,100.94876098632812,50.82686233520508,100.39946211151374,50.415130395295044,True,True,-0.0022634085552393213,17.041999999999998,0.04166018576629682,-0.006778909657196852,0.04781755743041649,1.0459284158454973,1.0459284158454973
2011-02-11,2011-02-10,next_open,117097.06468330498,117097.06468330498,0.0,0.0,0.0,0.0,0.4983832782917801,0.5016167217082198,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.0,cheap,CAPE=23.0:cheap; neutral_satellite,22.978299430554983,16.09,69.9855288733875,101.55146026611328,51.194786071777344,100.55204501248663,50.677932336256404,True,True,-0.0018857840517388924,17.0345,0.03837420551741122,-0.006623003570781161,0.05095155718308786,1.052838036587107,1.052838036587107
2011-02-14,2011-02-11,next_open,117378.01787213946,117378.01787213946,0.0,0.0,0.0,0.0,0.4983852482916432,0.5016147517083568,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.0,cheap,CAPE=23.0:cheap; neutral_satellite,22.978299430554983,15.69,72.81805079580799,101.79551696777344,51.31741714477539,101.49035630141921,51.19477114589451,True,True,0.0,16.999499999999998,0.0352313237561952,-0.002806175620686413,0.05668439435948591,1.0553641306826795,1.0553641306826795
2011-02-15,2011-02-14,next_open,117113.49263175594,117113.49263175594,0.0,0.0,0.0,0.0,0.49793880635989163,0.5020611936401085,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.0,cheap,CAPE=23.0:cheap; neutral_satellite,22.978299430554983,15.95,73.89249223266845,101.47512817382812,51.247337341308594,101.48276475973697,51.194774766642155,True,True,0.0,17.024,0.039417015286724366,0.0017067753301276412,0.05430257868069255,1.0529857428429301,1.0529857428429301
2011-02-16,2011-02-15,next_open,117863.75324156255,117863.75324156255,0.0,0.0,0.0,0.0,0.4978940224217389,0.5021059775782611,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.0,cheap,CAPE=23.5:cheap; neutral_satellite,23.489828703298535,16.37,69.98175833357159,102.11602020263672,51.58024215698242,101.8184842763286,51.37875724072332,True,True,-0.003147376264582835,17.049,0.028692930873677858,0.005909729904732153,0.05573061616721131,1.0597314534164084,1.0597314534164084
2011-02-17,2011-02-16,next_open,120026.48297160378,120026.48297160378,2000.0,2000.0,0.0,0.0,0.4987516869779809,0.5012483130220191,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.016685611337143608,cheap,CAPE=23.5:cheap; neutral_satellite,23.489828703298535,16.72,73.05393089703918,102.42113494873047,51.56270217895508,101.81843842010775,51.32617562361214,True,True,0.0,17.0195,0.033431411593443316,0.006970189610876698,0.05366581020319394,1.0611945818896484,1.0611945818896484
2011-02-18,2011-02-17,next_open,120018.48063107708,120018.48063107708,0.0,0.0,0.0,0.0,0.4998252734510162,0.5001747265489838,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.0,cheap,CAPE=23.5:cheap; neutral_satellite,23.489828703298535,16.59,74.3973404984662,102.63475799560547,51.44883346557617,102.51268903486796,51.562717398079826,True,True,0.0,16.949499999999997,0.04678357876337946,0.0012199653994413584,0.047772291168085124,1.0611238305004622,1.0611238305004622
2011-02-22,2011-02-18,next_open,117076.91869105693,117076.91869105693,0.0,0.0,0.0,0.0,0.5021001161932562,0.49789988380674377,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.0,cheap,CAPE=23.5:cheap; neutral_satellite,23.489828703298535,16.43,75.32489951125838,100.5749282836914,49.95960235595703,101.55908196978116,50.74802457785944,True,True,0.0,16.8475,0.05035914320950163,-0.004411455450176849,0.03850783925647039,1.035116490155576,1.035116490155576
2011-02-23,2011-02-22,next_open,116235.28190564856,116235.28190564856,0.0,0.0,0.0,0.0,0.5026282012286283,0.49737179877137166,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.0,cheap,CAPE=23.5:cheap; neutral_satellite,23.489828703298535,20.8,54.73378520725271,99.95693969726562,49.547847747802734,100.51386334661267,49.95957616628254,True,True,-0.02006951399449164,17.005,0.02695378817523042,-0.011470222588540469,0.035318869678708786,1.0276752957251296,1.0276752957251296
2011-02-24,2011-02-23,next_open,118502.34590397042,118502.34590397042,2000.0,2000.0,0.0,0.0,0.5011029055457091,0.4988970944542909,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.016915424632691235,cheap,CAPE=23.5:cheap; neutral_satellite,23.489828703298535,22.13,50.29184530174487,99.88825988769531,49.810665130615234,99.85012352525284,49.65298073335395,True,True,-0.026090754736855293,17.232,0.014872231916156498,-0.02257261954129286,0.03715279768106816,1.0300364985282142,1.0300364985282142
2011-02-25,2011-02-24,next_open,119958.71115336937,119958.71115336937,0.0,0.0,0.0,0.0,0.5003124535089487,0.49968754649105124,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.0,cheap,CAPE=23.5:cheap; neutral_satellite,23.489828703298535,21.32,49.80806279829439,100.95635986328125,50.502716064453125,100.30787863540318,50.090984276580386,True,True,-0.026759921897294814,17.466,0.01362537598049518,-0.015314638817363058,0.03744204625550762,1.042695398659058,1.042695398659058
2011-02-28,2011-02-25,next_open,120455.37242151258,120455.37242151258,0.0,0.0,0.0,0.0,0.5013368755309217,0.49866312446907846,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.0,cheap,CAPE=23.5:cheap; neutral_satellite,23.489828703298535,19.22,56.77241969604248,101.58191680908203,50.607845306396484,101.33016562569061,50.70420836383408,True,True,-0.016353116284408054,17.6195,0.02051361189755707,-0.01741641643687819,0.0463363850886227,1.0470124375302325,1.0470124375302325
2011-03-01,2011-02-28,next_open,118481.52763446336,118481.52763446336,0.0,0.0,0.0,0.0,0.5011909538309287,0.4988090461690713,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.0,cheap,CAPE=23.5:cheap; neutral_satellite,23.489828703298535,18.35,60.251080012070304,99.88825988769531,49.79312515258789,101.90236272174539,50.82683209695767,True,True,-0.010258134837405786,17.535,0.0243092311763764,-0.026417120724234522,0.04547223500494435,1.029855543651204,1.029855543651204
2011-03-02,2011-03-01,next_open,118920.48003528854,118920.48003528854,0.0,0.0,0.0,0.0,0.5004090400181067,0.4995909599818933,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.0,cheap,CAPE=23.5:cheap; neutral_satellite,23.489828703298535,21.01,48.8006888509203,100.10191345214844,50.05594253540039,99.7509680219012,49.766856747510516,True,True,-0.026759921897294814,17.609,0.025132937876769512,-0.02215557843396021,0.04178433478642507,1.0336709701772993,1.0336709701772993
2011-03-03,2011-03-02,next_open,123135.84957349818,123135.84957349818,2000.0,2000.0,0.0,0.0,0.49977679789986423,0.5002232021001357,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.016539795404519855,cheap,CAPE=23.5:cheap; neutral_satellite,23.489828703298535,20.7,50.08929030466735,101.82608032226562,51.04584884643555,101.00975717290754,50.52023316251707,True,True,-0.024678233699011454,17.7625,0.019661216425857164,-0.012623112783238688,0.048654386220589485,1.0529272259473976,1.0529272259473976
2011-03-04,2011-03-03,next_open,122357.66592826866,122357.66592826866,0.0,0.0,0.0,0.0,0.4991871289545052,0.5008128710454949,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.0,cheap,CAPE=23.5:cheap; neutral_satellite,23.489828703298535,18.6,59.04695047068386,101.06318664550781,50.78304672241211,101.74980437255591,51.028332056064535,True,True,-0.007879179423548432,17.827499999999997,0.020881001110715225,-0.010001006702530346,0.051283687756303875,1.0462730245130698,1.0462730245130698
2011-03-07,2011-03-04,next_open,121053.59084660048,121053.59084660048,0.0,0.0,0.0,0.0,0.5006032629853923,0.49939673701460785,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.0,cheap,CAPE=23.5:cheap; neutral_satellite,23.489828703298535,19.06,54.395057836934036,100.26971435546875,50.09973907470703,101.36068669904282,50.993282666543664,True,True,-0.015312272185266429,17.945999999999998,0.015173706154066435,-0.005053796021352919,0.0518298697719326,1.0351219571113022,1.0351219571113022
2011-03-08,2011-03-07,next_open,121826.97216824548,121826.97216824548,0.0,0.0,0.0,0.0,0.5017778331250975,0.4982221668749025,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.0,cheap,CAPE=23.5:cheap; neutral_satellite,23.489828703298535,20.66,49.984252940559905,101.14707946777344,50.30122756958008,100.42993887094363,50.03842139794484,True,True,-0.023043301181048026,18.182499999999997,0.004969734415288585,-0.010587800825183735,0.042185207938714164,1.041735094166187,1.041735094166187
2011-03-09,2011-03-08,next_open,121327.13554439029,121327.13554439029,0.0,0.0,0.0,0.0,0.5031229455603617,0.4968770544396383,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.0,cheap,CAPE=23.5:cheap; neutral_satellite,23.489828703298535,19.82,54.38844790216294,101.00212097167969,49.95960235595703,100.94872307839334,50.11728680033752,True,True,-0.01449488026167245,18.3595,0.010903611361850363,-0.01590123082594508,0.03256453261216552,1.037461021330326,1.037461021330326
2011-03-10,2011-03-09,next_open,121241.17173228727,121241.17173228727,2000.0,2000.0,0.0,0.0,0.5023314676148726,0.4976685323851274,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.01621703116002497,cheap,CAPE=23.5:cheap; neutral_satellite,23.489828703298535,20.22,53.54944636249319,99.13301086425781,49.17991256713867,99.94169754670993,49.39891823645565,True,True,-0.01590725262874093,18.580000000000002,0.003182497973713172,-0.02116955837432366,0.021937314272574504,1.0196240705340163,1.0196240705340163
2011-03-11,2011-03-10,next_open,122039.16465801862,122039.16465801862,0.0,0.0,0.0,0.0,0.5025032301407496,0.49749676985925045,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.0,cheap,CAPE=23.5:cheap; neutral_satellite,23.489828703298535,21.88,44.10243288702381,99.81961059570312,49.48652267456055,98.81257071761921,48.899585741114365,True,True,-0.034118530600496855,18.8805,-0.019838713753309256,-0.018325084912784506,0.02569839181019251,1.0263350976840027,1.0263350976840027
2011-03-14,2011-03-11,next_open,121453.967699188,121453.967699188,0.0,0.0,0.0,0.0,0.5018758624692227,0.49812413753077733,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.0,cheap,CAPE=23.5:cheap; neutral_satellite,23.489828703298535,20.08,47.74902646607648,99.21693420410156,49.31133270263672,99.17116124228907,49.21496964336658,True,True,-0.027428791716183287,19.080000000000002,-0.01081113366675357,-0.016089950385323015,0.026411018258845065,1.0214136597211254,1.0214136597211254
2011-03-15,2011-03-14,next_open,119895.75742949832,119895.75742949832,0.0,0.0,0.0,0.0,0.5025735628192058,0.4974264371807941,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.0,cheap,CAPE=23.5:cheap; neutral_satellite,23.489828703298535,21.13,44.9754796915343,98.0801773071289,48.610504150390625,96.57723648034677,47.86588280350607,True,True,-0.03330084133535194,19.352,-0.01715550310182723,-0.01443432508723963,0.02612223728847196,1.0083092936445825,1.0083092936445825
2011-03-16,2011-03-15,next_open,117340.03107071013,117340.03107071013,0.0,0.0,0.0,0.0,0.5040131235717813,0.49598687642821876,1.0,1.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.0,cheap,CAPE=22.9:cheap; neutral_satellite,22.89933643014364,24.32,40.22893464799991,96.2644271850586,47.43663024902344,97.76736191454741,48.20752781419884,True,True,-0.04437659110251502,19.7705,-0.034182501658646336,-0.01310769972541137,0.01831686051685022,0.9868159339559056,0.9868159339559056
2011-03-17,2011-03-16,next_open,120648.90527599359,120649.4417021164,2000.0,2000.0,0.0,0.0,0.5041176275420827,0.49588237245791733,1.0,1.5,0.45,0.55,0.4,0.4,0.05,0.15,1,dip_buy_satellite_balanced_or_qqq_tilt,0.01675883592501313,cheap,"CAPE=22.9:cheap; panic_ladder_1:tier1_dip:VIX=29.4,RSI=34.0,DD=-6.2%; dip_buy_satellite_balanced_or_qqq_tilt",22.89933643014364,29.4,34.04785033879435,97.53848266601562,47.87464141845703,97.65292084674644,48.19000678026003,True,True,-0.06206796737241427,20.421999999999997,-0.05433529832621098,-0.019713495262421943,0.009949432721765739,0.9978234129000628,0.9978279241810003
2011-03-18,2011-03-17,next_open,120735.29083060232,120736.4135643321,0.0,0.0,0.0,0.0,0.5055891977407861,0.49441080225921397,1.0,0.5,0.5,0.5,0.4,0.4,0.1,0.1,0,neutral_satellite,0.0,cheap,CAPE=22.9:cheap; high_vix_cap:VIX=26.4; neutral_satellite,22.89933643014364,26.37,40.90854032920129,97.89324951171875,47.766746520996094,98.72077095885831,48.44223625784991,True,True,-0.04965447796747424,20.9045,-0.0387941910363393,-0.02374152912773908,0.0017085616877696719,0.9985378622249678,0.9985472226005582
